"state_po","year","pct_reg_under45","pct_reg_black","pct_reg_hispanic"
"MO",2016,0.388838883888389,0.124212421242124,0.0177017701770177
"MO",2020,0.414671112458321,0.103061533798121,0.0160654743861776
"MS",2008,0.453115166771554,0.376337319068597,0.00629326620516048
"MS",2012,0.451505016722408,0.381828316610925,0.00278706800445931
"MS",2016,0.411594202898551,0.370434782608696,0.0104347826086957
"MS",2020,0.402126328955597,0.393996247654784,0.0100062539086929
"MT",2008,0.381782945736434,0.00775193798449612,0.0174418604651163
"MT",2012,0.359855334538879,0,0.0144665461121157
"MT",2016,0.375215146299484,0.00688468158347676,0.0206540447504303
"MT",2020,0.379965457685665,0.00518134715025907,0.0189982728842832
"NC",2008,0.444716442268462,0.198694410444716,0.0169318645450836
"NC",2012,0.421340887629839,0.246081208687441,0.0217186024551464
"NC",2016,0.393338467462457,0.235463996919523,0.0400462071621101
"NC",2020,0.377325581395349,0.224031007751938,0.0253875968992248
"ND",2008,0.428571428571429,0.0050125313283208,0.0075187969924812
"ND",2012,0.449086161879896,0.00783289817232376,0.0182767624020888
"ND",2016,0.459905660377358,0.00943396226415094,0.0117924528301887
"ND",2020,0.445843828715365,0.00755667506297229,0.0251889168765743
"NE",2008,0.419595314164004,0.0276890308839191,0.0298189563365282
"NE",2012,0.391786903440622,0.0410654827968923,0.0299667036625971
"NE",2016,0.419642857142857,0.0416666666666667,0.0466269841269841
"NE",2020,0.392978482446206,0.0328425821064553,0.0566251415628539
"NH",2008,0.432539682539683,0.00661375661375661,0.0145502645502645
"NH",2012,0.359042553191489,0.0106382978723404,0.0199468085106383
"NH",2016,0.36435124508519,0.0104849279161206,0.0117955439056356
"NH",2020,0.348484848484849,0.00964187327823691,0.0247933884297521
"NJ",2008,0.414719045251119,0.13078070611636,0.0964694181999005
"NJ",2012,0.36754507628294,0.13915857605178,0.108183079056865
"NJ",2016,0.373829531812725,0.132773109243697,0.116686674669868
"NJ",2020,0.391203164998836,0.154293693274377,0.134512450546893
"NM",2008,0.395944503735326,0.0245464247598719,0.369263607257204
"NM",2012,0.388548057259714,0.0245398773006135,0.356850715746421
"NM",2016,0.377729257641921,0.0360262008733624,0.37117903930131
"NM",2020,0.381004366812227,0.0207423580786026,0.351528384279476
"NV",2008,0.44463818657367,0.10462074978204,0.114210985178727
"NV",2012,0.418367346938776,0.0952380952380952,0.15391156462585
"NV",2016,0.412837345003647,0.104303428154632,0.170678336980306
"NV",2020,0.393108848864526,0.0892717306186374,0.166014095536413
"NY",2008,0.421849136911799,0.13821234334358,0.0988413336486167
"NY",2012,0.405198604703499,0.179363114661866,0.110611004838528
"NY",2016,0.40527236928462,0.175782104572304,0.11419820608182
"NY",2020,0.390155500993803,0.173155617911844,0.112592072956857
"OH",2008,0.438277668631303,0.117878192534381,0.0139161755075311
"OH",2012,0.403061224489796,0.127221856484529,0.0190915075707702
"OH",2016,0.378426892950392,0.12548955613577,0.0194190600522193
"OH",2020,0.38617617947872,0.125536126690861,0.0199604091059056
"OK",2008,0.426585094549499,0.0834260289210234,0.0261401557285873
"OK",2012,0.391472868217054,0.0769656699889258,0.0293466223698782
"OK",2016,0.407845244492208,0.0800644814615798,0.0365394948952176
"OK",2020,0.388294879009567,0.0579628587507034,0.0495216657287563
"OR",2008,0.441611422743498,0.0214176440591535,0.0219275879653238
"OR",2012,0.391658676893576,0.0172579098753595,0.0330776605944391
"OR",2016,0.413134606427573,0.0204937121564974,0.0661387983232417
"OR",2020,0.415127528583993,0.0259454705364996,0.0615655233069481
"PA",2008,0.421795070531701,0.0905286002170206,0.0292977832894125
"PA",2012,0.394849153789551,0.106696100073584,0.033112582781457
"PA",2016,0.394992039368939,0.116514690982776,0.0403821102909249
"PA",2020,0.360488483536868,0.108208378420158,0.033699180707992
"RI",2008,0.424295774647887,0.0528169014084507,0.0387323943661972
"RI",2012,0.398550724637681,0.0742753623188406,0.0670289855072464
"RI",2016,0.429368029739777,0.087360594795539,0.12453531598513
"RI",2020,0.37781954887218,0.0639097744360902,0.0827067669172932
"SC",2008,0.410062893081761,0.274633123689727,0.00880503144654088
"SC",2012,0.417103670835014,0.283582089552239,0.00847115772488907
"SC",2016,0.372815533980583,0.285436893203883,0.0151456310679612
"SC",2020,0.37283950617284,0.276543209876543,0.0148148148148148
"SD",2008,0.389140271493213,0.00452488687782805,0.00678733031674208
"SD",2012,0.398678414096916,0.00881057268722467,0.013215859030837
"SD",2016,0.377574370709382,0.0137299771167048,0.0183066361556064
"SD",2020,0.372960372960373,0.00466200466200466,0.0116550116550117
"TN",2008,0.428277986990757,0.147209859637111,0.0126668948990072
"TN",2012,0.416510903426791,0.16417445482866,0.0333333333333333
"TN",2016,0.390033835742848,0.161488772685328,0.0123039064903107
"TN",2020,0.397109644989004,0.155827835375432,0.0216776625824694
"TX",2008,0.453027758569594,0.139780697421713,0.241134051170602
"TX",2012,0.422736998790585,0.149409247371849,0.246720625174435
"TX",2016,0.425366769020812,0.154554759467758,0.226373251450017
"TX",2020,0.425219185146983,0.140020629190304,0.244369950146123
"US",2008,0.432414514288058,0.122752219587044,0.0793378488288645
"US",2012,0.409135723473299,0.134221746312607,0.0894311066422037
"US",2016,0.403151095205462,0.13283966598137,0.0968742861493947
"US",2020,0.391765643578587,0.130760586936354,0.101642428756223
"UT",2008,0.497159090909091,0.0142045454545455,0.0227272727272727
"UT",2012,0.468365553602812,0.00966608084358524,0.0536028119507909
"UT",2016,0.493562231759657,0.00929899856938484,0.067238912732475
"UT",2020,0.488565488565489,0.00831600831600832,0.0665280665280665
"VA",2008,0.440253164556962,0.189620253164557,0.0187341772151899
"VA",2012,0.419477434679335,0.192399049881235,0.0270783847980998
"VA",2016,0.407365310297795,0.193453057513071,0.0545578540577404
"VA",2020,0.382784323154604,0.188987737436884,0.0382303438326521
"VT",2008,0.382608695652174,0.00869565217391304,0.00579710144927536
"VT",2012,0.34733893557423,0.00840336134453781,0.00840336134453781
"VT",2016,0.361823361823362,0.00854700854700855,0.00854700854700855
"VT",2020,0.346938775510204,0.0087463556851312,0.0204081632653061
"WA",2008,0.426189754471052,0.023340406183692,0.0484995453167627
"WA",2012,0.430229266911973,0.0413246532691763,0.0486838380979338
"WA",2016,0.41321044546851,0.0350742447516641,0.0747567844342038
"WA",2020,0.421599169262721,0.0454309449636552,0.0693146417445483
"WI",2008,0.415831987075929,0.0484652665589661,0.0248788368336026
"WI",2012,0.401145268233876,0.0596745027124774,0.0229053646775166
"WI",2016,0.384592235931387,0.0367138128197412,0.0409268733072525
"WI",2020,0.35666347075743,0.0508149568552253,0.029082774049217
"WV",2008,0.404580152671756,0.0229007633587786,0.0054525627044711
"WV",2012,0.377800407331976,0.0244399185336049,0.00814663951120163
"WV",2016,0.366922234392114,0.0328587075575027,0.00438116100766703
"WV",2020,0.332959641255605,0.0325112107623318,0.0112107623318386
"WY",2008,0.422222222222222,0.00740740740740741,0.0296296296296296
"WY",2012,0.395522388059701,0.00746268656716418,0.0373134328358209
"WY",2016,0.414473684210526,0.0197368421052632,0.0493421052631579
"WY",2020,0.361940298507463,0.0111940298507463,0.0597014925373134
